Path,Width,Height,Megabytes,Format
images/sections/illustrations/1-recovered-thumb.webp,1200,1200,0.21,WEBP
images/sections/events/health-il-2019/4-thumb.webp,1200,1200,0.20,WEBP
images/sections/events/health-il-2019/5-thumb.webp,1200,1200,0.20,WEBP
images/sections/events/jewish-agency/mg-0012-2-thumb.webp,1200,1200,0.20,WEBP
images/sections/events/kayamut-2022/screenshot-2025-02-12-at-12-56-56-thumb.webp,1200,1200,0.20,WEBP
images/sections/events/ofek/asi0020-websize-thumb.webp,1200,1200,0.20,WEBP
images/sections/events/planners-2025/yearly-convention-102-wide.webp,1280,1920,0.20,WEBP
images/sections/events/planners-2025/yearly-convention-56-thumb.webp,1200,1200,0.20,WEBP
images/sections/branding/eretz-ir/16-wide.webp,2000,2000,0.19,WEBP
images/sections/events/autojob/img-2631-wide.webp,2000,1500,0.19,WEBP
images/sections/events/autojob/img-2638-wide.webp,1500,2000,0.19,WEBP
images/sections/events/building-on-quality-2025/planning25-275-thumb.webp,1200,1200,0.19,WEBP
images/sections/events/jewish-agency/mg-9515-wide.webp,2000,1334,0.19,WEBP
images/sections/events/jewish-agency/mg-9541-wide.webp,2000,1334,0.19,WEBP
images/sections/events/ofek/asi0017-websize-wide.webp,1333,2000,0.19,WEBP
images/sections/branding/matanya-bread/1-thumb.webp,1200,1200,0.18,WEBP
images/sections/events/autojob/img-2633-wide.webp,2000,1500,0.18,WEBP
images/sections/events/building-on-quality-2025/planning25-183-wide.webp,2000,1333,0.18,WEBP
images/sections/events/health-il-2019/0-thumb.webp,1200,1200,0.18,WEBP
images/sections/events/kayamut/heschel25-081-thumb.webp,1200,1200,0.18,WEBP
images/sections/events/planners-2025/yearly-convention-2-wide.webp,1280,1920,0.18,WEBP
images/sections/events/planners-2025/yearly-convention-37-thumb.webp,1200,1200,0.18,WEBP
images/sections/branding/eretz-ir/4-wide.webp,2000,2000,0.17,WEBP
images/sections/events/health-il-2019/3.jpg,1200,1600,0.17,JPEG
images/sections/events/health-il-2019/7-wide.webp,1698,1131,0.17,WEBP
images/sections/events/jewish-agency/mg-9519-wide.webp,2000,1334,0.17,WEBP
images/sections/events/jewish-agency/mg-9536-thumb.webp,1200,1200,0.17,WEBP
images/sections/events/kayamut/heschel25-030-wide.webp,2000,1333,0.17,WEBP
images/sections/events/kayamut-community-2024/466621155-996459829145696-7257951084330576060-n-wide.webp,2000,1333,0.17,WEBP
images/sections/events/ofek/asi0027-websize-thumb.webp,1200,1200,0.17,WEBP
images/sections/events/planners-2025/yearly-convention-4-thumb.webp,1200,1200,0.17,WEBP
images/sections/events/planners-2025/yearly-convention-5-thumb.webp,1200,1200,0.17,WEBP
images/sections/events/planners-2025/yearly-convention-90-thumb.webp,1200,1200,0.17,WEBP
images/sections/illustrations/08-thumb.webp,1200,1200,0.17,WEBP
images/sections/events/building-on-quality-2025/planning25-011-thumb.webp,1200,1200,0.16,WEBP
images/sections/events/building-on-quality-2025/planning25-021-wide.webp,2000,1333,0.16,WEBP
images/sections/events/building-on-quality-2025/planning25-025-wide.webp,2000,1333,0.16,WEBP
images/sections/events/building-on-quality-2025/planning25-026-wide.webp,2000,1333,0.16,WEBP
images/sections/events/building-on-quality-2025/whatsapp-image-2025-09-16-at-11-46-52-thumb.webp,1200,1200,0.16,WEBP
images/sections/events/jewish-agency/49236696_2316526295047592_7902953610932125696_o.jpg,1600,1066,0.16,JPEG
images/sections/events/jewish-agency/mg-9517-thumb.webp,1200,1200,0.16,WEBP
images/sections/events/jewish-agency/mg-9656-wide.webp,2000,1334,0.16,WEBP
images/sections/events/kayamut/heschel25-018-wide.webp,2000,1333,0.16,WEBP
images/sections/events/kayamut-2022/476242550-1057424186382593-5042097565740331508-n-wide.webp,1600,1067,0.16,WEBP
images/sections/events/kayamut-2022/476244760-1057423989715946-5554761020277479525-n-wide.webp,1600,1067,0.16,WEBP
images/sections/events/kayamut-community-2024/466680239-996459892479023-6282726539513396909-n-wide.webp,2000,1333,0.16,WEBP
images/sections/events/ofek/asi0023-websize-wide.webp,2000,1333,0.16,WEBP
images/sections/events/planners-2025/yearly-convention-36-thumb.webp,1200,1200,0.16,WEBP
images/sections/branding/eretz-ir/13-wide.webp,2000,2000,0.15,WEBP
images/sections/branding/gaya/36-wide.webp,2000,2000,0.15,WEBP
images/sections/branding/gaya/38-wide.webp,2000,2000,0.15,WEBP
images/sections/events/building-on-quality-2025/planning25-092-thumb.webp,1200,1200,0.15,WEBP
images/sections/events/health-il-2019/2-wide.webp,1200,1600,0.15,WEBP
images/sections/events/health-il-2019/8-wide.webp,1698,1131,0.15,WEBP
images/sections/events/ofek/asi0010-websize-wide.webp,2000,1333,0.15,WEBP
images/sections/events/ofek/asi0046-websize-wide.webp,2000,1333,0.15,WEBP
images/sections/events/ofek/asi0129-websize-thumb.webp,1200,1200,0.15,WEBP
images/sections/events/planners-2025/yearly-convention-1-thumb.webp,1200,1200,0.15,WEBP
images/sections/events/planners-2025/yearly-convention-3-thumb.webp,1200,1200,0.15,WEBP
images/sections/events/planners-2025/yearly-convention-96-thumb.webp,1200,1200,0.15,WEBP
images/sections/illustrations/39-thumb.webp,1200,1200,0.15,WEBP
images/sections/branding/athena/01-wide.webp,2000,2000,0.14,WEBP
images/sections/events/building-on-quality-2025/planning25-014-thumb.webp,1200,1200,0.14,WEBP
images/sections/events/building-on-quality-2025/planning25-024-thumb.webp,1200,1200,0.14,WEBP
images/sections/events/building-on-quality-2025/planning25-037-thumb.webp,1200,1200,0.14,WEBP
images/sections/events/building-on-quality-2025/planning25-125-thumb.webp,1200,1200,0.14,WEBP
images/sections/events/health-il-2019/7-thumb.webp,1200,1131,0.14,WEBP
images/sections/events/jewish-agency/49236696-2316526295047592-7902953610932125696-o-wide.webp,1600,1066,0.14,WEBP
images/sections/events/kayamut/heschel25-007-wide.webp,2000,1333,0.14,WEBP
images/sections/events/kayamut/heschel25-242-wide.webp,2000,1333,0.14,WEBP
images/sections/events/kayamut-2022/476155992-1057424219715923-3103359124723835896-n-wide.webp,1600,1067,0.14,WEBP
images/sections/events/kayamut-2022/476244760-1057423989715946-5554761020277479525-n-thumb.webp,1200,1067,0.14,WEBP
images/sections/events/kayamut-community-2024/466392176-996461395812206-8663560867627433290-n-thumb.webp,1200,1200,0.14,WEBP
images/sections/events/kayamut-community-2024/466642782-996459619145717-2868371301447535920-n-wide.webp,2000,1333,0.14,WEBP
images/sections/events/kayamut-community-2024/466913029-996461442478868-2471575273199627420-n-thumb.webp,1200,1200,0.14,WEBP
images/sections/events/planners-2025/yearly-convention-38-thumb.webp,1200,1200,0.14,WEBP
images/sections/events/planners-2025/yearly-convention-39-thumb.webp,1200,1200,0.14,WEBP
images/sections/events/planners-2025/yearly-convention-7-thumb.webp,1200,1200,0.14,WEBP
images/sections/illustrations/4-wide.webp,2000,1544,0.14,WEBP
images/sections/illustrations/pepole-done1-wide.webp,1414,2000,0.14,WEBP
images/sections/branding/eretz-ir/12-thumb.webp,1200,1200,0.13,WEBP
images/sections/events/autojob/img-2628-thumb.webp,1200,1200,0.13,WEBP
images/sections/events/autojob/img-2629-thumb.webp,1200,1200,0.13,WEBP
images/sections/events/building-on-quality-2025/planning25-055-wide.webp,2000,1333,0.13,WEBP
images/sections/events/building-on-quality-2025/planning25-183-thumb.webp,1200,1200,0.13,WEBP
images/sections/events/building-on-quality-2025/planning25-576-thumb.webp,1200,1200,0.13,WEBP
images/sections/events/health-il-2019/9-thumb.webp,1024,768,0.13,WEBP
images/sections/events/health-il-2019/9-wide.webp,1024,768,0.13,WEBP
images/sections/events/health-il-2019/9.jpg,1024,768,0.13,JPEG
images/sections/events/jewish-agency/mg-9507-wide.webp,2000,1334,0.13,WEBP
images/sections/events/jewish-agency/mg-9509-thumb.webp,1200,1200,0.13,WEBP
images/sections/events/jewish-agency/mg-9655-wide.webp,2000,1334,0.13,WEBP
images/sections/events/kayamut/heschel25-002-thumb.webp,1200,1200,0.13,WEBP
images/sections/events/kayamut-community-2024/466616786-996459879145691-6259909503053316732-n-wide.webp,2000,1333,0.13,WEBP
images/sections/events/kayamut-community-2024/466914257-996459939145685-912842190047332796-n-thumb.webp,1200,1200,0.13,WEBP
images/sections/events/kayamut-community-2024/466971795-996460175812328-307130429571726631-n-thumb.webp,1200,1200,0.13,WEBP
images/sections/branding/athena/03-thumb.webp,1200,1200,0.12,WEBP
images/sections/branding/eretz-ir/img-thumb.webp,1200,1200,0.12,WEBP
images/sections/branding/eretz-ir/img-wide.webp,1200,1200,0.12,WEBP
images/sections/branding/gaya/35-thumb.webp,1200,1200,0.12,WEBP
images/sections/events/building-on-quality-2025/planning25-016-thumb.webp,1200,1200,0.12,WEBP
images/sections/events/building-on-quality-2025/planning25-066-thumb.webp,1200,1200,0.12,WEBP
images/sections/events/building-on-quality-2025/planning25-072-thumb.webp,1200,1200,0.12,WEBP
images/sections/events/building-on-quality-2025/planning25-114-wide.webp,2000,1333,0.12,WEBP
images/sections/events/health-il-2019/1-wide.webp,1200,1372,0.12,WEBP
images/sections/events/health-il-2019/2-thumb.webp,1200,1200,0.12,WEBP
images/sections/events/health-il-2019/6-wide.webp,2000,1332,0.12,WEBP
images/sections/events/health-il-2019/8-thumb.webp,1200,1131,0.12,WEBP
images/sections/events/jewish-agency/49236696-2316526295047592-7902953610932125696-o-thumb.webp,1200,1066,0.12,WEBP
images/sections/events/jewish-agency/mg-9656-thumb.webp,1200,1200,0.12,WEBP
images/sections/events/kayamut-2022/476242550-1057424186382593-5042097565740331508-n-thumb.webp,1200,1067,0.12,WEBP
images/sections/events/kayamut-community-2024/466739250-996459519145727-4139377124278626247-n-wide.webp,2000,1333,0.12,WEBP
images/sections/events/ofek/asi0017-websize-thumb.webp,1200,1200,0.12,WEBP
images/sections/events/ofek/asi0033-websize-wide.webp,2000,1333,0.12,WEBP
images/sections/events/ofek/asi0855-websize-wide.webp,2000,1333,0.12,WEBP
images/sections/events/planners-2025/yearly-convention-102-thumb.webp,1200,1200,0.12,WEBP
images/sections/illustrations/35-thumb.webp,1200,1200,0.12,WEBP
images/sections/events/building-on-quality-2025/planning25-021-thumb.webp,1200,1200,0.11,WEBP
images/sections/events/building-on-quality-2025/planning25-027-wide.webp,2000,1333,0.11,WEBP
images/sections/events/health-il-2019/1-thumb.webp,1200,1200,0.11,WEBP
images/sections/events/health-il-2019/3-wide.webp,1200,1600,0.11,WEBP
images/sections/events/kayamut/heschel25-030-thumb.webp,1200,1200,0.11,WEBP
images/sections/events/kayamut/heschel25-031-wide.webp,2000,1333,0.11,WEBP
images/sections/events/kayamut-2022/476125248-1057424043049274-1507369839186955676-n-wide.webp,1600,1067,0.11,WEBP
images/sections/events/kayamut-community-2024/466621155-996459829145696-7257951084330576060-n-thumb.webp,1200,1200,0.11,WEBP
images/sections/events/kayamut-community-2024/466656955-996461295812216-1094384331114492083-n-wide.webp,2000,1333,0.11,WEBP
images/sections/events/ofek/asi0023-websize-thumb.webp,1200,1200,0.11,WEBP
images/sections/events/planners-2025/yearly-convention-2-thumb.webp,1200,1200,0.11,WEBP
images/sections/branding/eretz-ir/14-wide.webp,2000,2000,0.10,WEBP
images/sections/branding/eretz-ir/17-wide.webp,2000,2000,0.10,WEBP
images/sections/branding/oasis/4-wide.webp,2000,1067,0.10,WEBP
images/sections/events/autojob/img-2631-thumb.webp,1200,1200,0.10,WEBP
images/sections/events/autojob/img-2633-thumb.webp,1200,1200,0.10,WEBP
images/sections/events/autojob/img-2638-thumb.webp,1200,1200,0.10,WEBP
images/sections/events/building-on-quality-2025/planning25-025-thumb.webp,1200,1200,0.10,WEBP
images/sections/events/health-il-2019/3-thumb.webp,1200,1200,0.10,WEBP
images/sections/events/jewish-agency/mg-9513-wide.webp,2000,1334,0.10,WEBP
images/sections/events/jewish-agency/mg-9515-thumb.webp,1200,1200,0.10,WEBP
images/sections/events/jewish-agency/mg-9541-thumb.webp,1200,1200,0.10,WEBP
images/sections/events/kayamut-2022/476104287-1057423943049284-1045302103718501907-n-wide.webp,1600,1067,0.10,WEBP
images/sections/events/kayamut-2022/476155992-1057424219715923-3103359124723835896-n-thumb.webp,1200,1067,0.10,WEBP
images/sections/events/kayamut-2022/476433901-1057424033049275-5520132546036160827-n-wide.webp,1600,1067,0.10,WEBP
images/sections/events/kayamut-2022/screenshot-2025-02-12-at-12-56-16-wide.webp,1335,2000,0.10,WEBP
images/sections/events/kayamut-community-2024/466163404-996461055812240-6194539209486910017-n-wide.webp,2000,1333,0.10,WEBP
images/sections/events/kayamut-community-2024/466680239-996459892479023-6282726539513396909-n-thumb.webp,1200,1200,0.10,WEBP
images/sections/events/ofek/asi0046-websize-thumb.webp,1200,1200,0.10,WEBP
images/sections/events/ofek/asi0863-websize-wide.webp,2000,1333,0.10,WEBP
images/sections/illustrations/2-wide.webp,2000,1333,0.10,WEBP
images/sections/illustrations/36-wide.webp,2000,2000,0.10,WEBP
images/sections/branding/athena/02-thumb.webp,1200,1200,0.09,WEBP
images/sections/branding/eretz-ir/15-thumb.webp,1200,1200,0.09,WEBP
images/sections/branding/eretz-ir/16-thumb.webp,1200,1200,0.09,WEBP
images/sections/events/building-on-quality-2025/planning25-026-thumb.webp,1200,1200,0.09,WEBP
images/sections/events/building-on-quality-2025/planning25-441-wide.webp,2000,1333,0.09,WEBP
images/sections/events/jewish-agency/49304765_2316526161714272_8655343026907906048_o.jpg,1600,1066,0.09,JPEG
images/sections/events/kayamut/heschel25-007-thumb.webp,1200,1200,0.09,WEBP
images/sections/events/kayamut/heschel25-018-thumb.webp,1200,1200,0.09,WEBP
images/sections/events/kayamut/heschel25-242-thumb.webp,1200,1200,0.09,WEBP
images/sections/events/kayamut-2022/476104287-1057423943049284-1045302103718501907-n-thumb.webp,1200,1067,0.09,WEBP
images/sections/events/kayamut-2022/476125248-1057424043049274-1507369839186955676-n-thumb.webp,1200,1067,0.09,WEBP
images/sections/events/kayamut-2022/476433901-1057424033049275-5520132546036160827-n-thumb.webp,1200,1067,0.09,WEBP
images/sections/events/kayamut-community-2024/466616786-996459879145691-6259909503053316732-n-thumb.webp,1200,1200,0.09,WEBP
images/sections/events/kayamut-community-2024/466739250-996459519145727-4139377124278626247-n-thumb.webp,1200,1200,0.09,WEBP
images/sections/events/ofek/asi0010-websize-thumb.webp,1200,1200,0.09,WEBP
images/sections/illustrations/1-wide.webp,2000,1333,0.09,WEBP
images/sections/illustrations/4-thumb.webp,1200,1200,0.09,WEBP
images/sections/branding/eretz-ir/1-wide.webp,2000,2000,0.08,WEBP
images/sections/branding/eretz-ir/4-thumb.webp,1200,1200,0.08,WEBP
images/sections/events/building-on-quality-2025/planning25-055-thumb.webp,1200,1200,0.08,WEBP
images/sections/events/health-il-2019/6-thumb.webp,1200,1200,0.08,WEBP
images/sections/events/jewish-agency/mg-9507-thumb.webp,1200,1200,0.08,WEBP
images/sections/events/jewish-agency/mg-9519-thumb.webp,1200,1200,0.08,WEBP
images/sections/events/jewish-agency/mg-9655-thumb.webp,1200,1200,0.08,WEBP
images/sections/events/kayamut/heschel25-005-wide.webp,2000,1333,0.08,WEBP
images/sections/events/kayamut/heschel25-009-wide.webp,2000,1333,0.08,WEBP
images/sections/events/kayamut/heschel25-035-wide.webp,2000,1333,0.08,WEBP
images/sections/events/kayamut-2022/476248801-1057424113049267-2828390857167364224-n-wide.webp,1067,1600,0.08,WEBP
images/sections/events/ofek/asi0033-websize-thumb.webp,1200,1200,0.08,WEBP
images/sections/events/planners-2025/img-thumb.webp,1000,1000,0.08,WEBP
images/sections/events/planners-2025/img-wide.webp,1000,1000,0.08,WEBP
images/sections/illustrations/10-thumb.webp,1080,1080,0.08,WEBP
images/sections/illustrations/10-wide.webp,1080,1080,0.08,WEBP
images/sections/illustrations/2-thumb.webp,1200,1200,0.08,WEBP
images/sections/illustrations/pepole-done1-thumb.webp,1200,1200,0.08,WEBP
images/sections/branding/athena/01-thumb.webp,1200,1200,0.07,WEBP
images/sections/branding/eretz-ir/13-thumb.webp,1200,1200,0.07,WEBP
images/sections/branding/gaya/38-thumb.webp,1200,1200,0.07,WEBP
images/sections/events/building-on-quality-2025/planning25-439-wide.webp,2000,1333,0.07,WEBP
images/sections/events/jewish-agency/mg-9513-thumb.webp,1200,1200,0.07,WEBP
images/sections/events/kayamut-community-2024/466642782-996459619145717-2868371301447535920-n-thumb.webp,1200,1200,0.07,WEBP
images/sections/events/kayamut-community-2024/466655549-996459689145710-5633860955829696852-n-wide.webp,2000,1333,0.07,WEBP
images/sections/events/kayamut-community-2024/466852532-996458485812497-9097735613386712148-n-wide.webp,2000,1333,0.07,WEBP
images/sections/events/ofek/asi0855-websize-thumb.webp,1200,1200,0.07,WEBP
images/sections/illustrations/1-thumb.webp,1200,1200,0.07,WEBP
images/sections/illustrations/12-thumb.webp,1080,1080,0.07,WEBP
images/sections/illustrations/12-wide.webp,1080,1080,0.07,WEBP
images/sections/illustrations/2-10-10-wide.webp,1473,2000,0.07,WEBP
images/sections/branding/oasis/4-thumb.webp,1200,1200,0.06,WEBP
images/sections/events/building-on-quality-2025/planning25-027-thumb.webp,1200,1200,0.06,WEBP
images/sections/events/building-on-quality-2025/planning25-114-thumb.webp,1200,1200,0.06,WEBP
images/sections/events/kayamut/heschel25-001-wide.webp,2000,1333,0.06,WEBP
images/sections/events/kayamut/heschel25-009-thumb.webp,1200,1200,0.06,WEBP
images/sections/events/kayamut/heschel25-010-wide.webp,2000,1333,0.06,WEBP
images/sections/events/kayamut/heschel25-031-thumb.webp,1200,1200,0.06,WEBP
images/sections/events/kayamut-community-2024/466163404-996461055812240-6194539209486910017-n-thumb.webp,1200,1200,0.06,WEBP
images/sections/events/kayamut-community-2024/466656955-996461295812216-1094384331114492083-n-thumb.webp,1200,1200,0.06,WEBP
images/sections/events/ofek/asi0863-websize-thumb.webp,1200,1200,0.06,WEBP
images/sections/illustrations/3-wide.webp,2000,1333,0.06,WEBP
images/sections/branding/eretz-ir/17-thumb.webp,1200,1200,0.05,WEBP
images/sections/events/building-on-quality-2025/planning25-441-thumb.webp,1200,1200,0.05,WEBP
images/sections/events/jewish-agency/49304765-2316526161714272-8655343026907906048-o-wide.webp,1600,1066,0.05,WEBP
images/sections/events/kayamut/heschel25-004-wide.webp,2000,1333,0.05,WEBP
images/sections/events/kayamut/heschel25-005-thumb.webp,1200,1200,0.05,WEBP
images/sections/events/kayamut/heschel25-035-thumb.webp,1200,1200,0.05,WEBP
images/sections/events/kayamut-2022/476248801-1057424113049267-2828390857167364224-n-thumb.webp,1067,1200,0.05,WEBP
images/sections/illustrations/08-1-thumb.webp,1080,1080,0.05,WEBP
images/sections/illustrations/08-1-wide.webp,1080,1080,0.05,WEBP
images/sections/illustrations/2-10-10-thumb.webp,1200,1200,0.05,WEBP
images/sections/illustrations/3-thumb.webp,1200,1200,0.05,WEBP
images/sections/branding/eretz-ir/1-thumb.webp,1200,1200,0.04,WEBP
images/sections/branding/eretz-ir/14-thumb.webp,1200,1200,0.04,WEBP
images/sections/branding/gaya/36-thumb.webp,1200,1200,0.04,WEBP
images/sections/events/building-on-quality-2025/planning25-439-thumb.webp,1200,1200,0.04,WEBP
images/sections/events/jewish-agency/49304765-2316526161714272-8655343026907906048-o-thumb.webp,1200,1066,0.04,WEBP
images/sections/events/kayamut/heschel25-001-thumb.webp,1200,1200,0.04,WEBP
images/sections/events/kayamut/heschel25-004-thumb.webp,1200,1200,0.04,WEBP
images/sections/events/kayamut/heschel25-010-thumb.webp,1200,1200,0.04,WEBP
images/sections/events/kayamut-2022/screenshot-2025-02-12-at-12-56-16-thumb.webp,1200,1200,0.04,WEBP
images/sections/events/kayamut-community-2024/466655549-996459689145710-5633860955829696852-n-thumb.webp,1200,1200,0.04,WEBP
images/sections/events/kayamut-community-2024/466852532-996458485812497-9097735613386712148-n-thumb.webp,1200,1200,0.04,WEBP
images/sections/illustrations/11-thumb.webp,1080,1080,0.03,WEBP
images/sections/illustrations/11-wide.webp,1080,1080,0.03,WEBP
images/sections/illustrations/13-thumb.webp,1080,1080,0.03,WEBP
images/sections/illustrations/13-wide.webp,1080,1080,0.03,WEBP
images/sections/illustrations/14-thumb.webp,1080,1080,0.03,WEBP
images/sections/illustrations/14-wide.webp,1080,1080,0.03,WEBP
images/sections/illustrations/15-thumb.webp,1080,1080,0.03,WEBP
images/sections/illustrations/15-wide.webp,1080,1080,0.03,WEBP
images/sections/illustrations/36-thumb.webp,1200,1200,0.03,WEBP